,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
837,20,6.0,94.0,13615,2,2,3,1.0,2,2,16,3,3,1,1,9,5,2006,2006,4,2,9.0,9.0,5.0,510.0,1,3,3,1.0,3.0,1.0,6.0,0.0,6.0,0.0,1802.0,1802.0,2,1,1,1,1802,0,0,1802,0.0,0.0,2,1,3,1,1.0,7,1.0,1,2.0,2.0,2006.0,1.0,3.0,843.0,3.0,3.0,2,158,105,0,0,0,0,0.0,0.0,6.0,0,6,2007,1.0,1
838,60,6.0,99.0,13069,2,2,1,1.0,1,1,16,3,3,1,4,8,5,2004,2004,2,2,16.0,16.0,2.0,502.0,2,3,3,2.0,3.0,2.0,6.0,0.0,6.0,0.0,1706.0,1706.0,2,1,1,1,1718,1238,0,2956,0.0,0.0,2,1,5,1,1.0,11,1.0,1,1.0,4.0,2004.0,2.0,3.0,916.0,3.0,3.0,2,194,50,0,0,0,0,0.0,0.0,6.0,0,8,2007,1.0,1
839,60,6.0,110.0,14277,2,1,1,1.0,1,1,16,3,3,1,4,8,5,2003,2003,2,2,16.0,16.0,2.0,280.0,2,3,3,1.0,3.0,3.0,1.0,938.0,6.0,0.0,379.0,1317.0,2,1,1,1,1217,1168,0,2385,1.0,0.0,2,1,3,1,2.0,7,1.0,1,2.0,2.0,2003.0,1.0,3.0,818.0,3.0,3.0,2,192,228,0,0,0,0,0.0,0.0,6.0,0,1,2007,1.0,1
840,60,6.0,0.0,12568,2,1,1,1.0,1,1,16,3,3,1,4,8,5,2007,2007,4,2,16.0,16.0,5.0,246.0,2,3,3,1.0,3.0,2.0,1.0,669.0,6.0,0.0,226.0,895.0,2,1,1,1,895,923,0,1818,1.0,0.0,2,1,3,1,1.0,8,1.0,1,2.0,2.0,2007.0,1.0,3.0,774.0,3.0,3.0,2,196,104,0,0,0,0,0.0,0.0,6.0,0,8,2007,4.0,6
841,20,6.0,70.0,9926,2,2,1,1.0,1,1,16,3,3,1,1,7,5,2005,2006,2,2,16.0,16.0,2.0,210.0,2,3,3,2.0,3.0,3.0,1.0,1178.0,6.0,0.0,436.0,1614.0,2,1,1,1,1614,0,0,1614,1.0,0.0,2,0,3,1,2.0,7,1.0,0,0.0,2.0,2005.0,2.0,3.0,878.0,3.0,3.0,2,100,38,0,0,0,0,0.0,0.0,6.0,0,5,2007,1.0,1
842,20,6.0,71.0,9254,2,2,1,1.0,1,1,16,3,3,1,1,8,5,2005,2005,2,2,16.0,16.0,2.0,210.0,2,3,3,2.0,3.0,4.0,1.0,119.0,6.0,0.0,1602.0,1721.0,2,1,1,1,1721,0,0,1721,1.0,0.0,2,0,3,1,2.0,7,1.0,0,0.0,2.0,2005.0,2.0,2.0,554.0,3.0,3.0,2,168,27,0,0,0,0,0.0,0.0,6.0,0,1,2007,1.0,1
843,60,6.0,92.0,10732,2,2,1,1.0,2,1,16,3,3,1,4,8,5,2006,2007,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,1298.0,1298.0,2,1,1,1,1298,530,0,1828,0.0,0.0,2,1,3,1,2.0,7,1.0,0,0.0,4.0,2006.0,2.0,3.0,876.0,3.0,3.0,2,0,40,0,0,0,0,0.0,0.0,6.0,0,2,2007,4.0,6
844,120,6.0,34.0,3901,2,1,1,1.0,1,1,16,3,3,5,1,6,5,2005,2006,2,2,16.0,16.0,5.0,182.0,2,3,3,2.0,3.0,2.0,2.0,866.0,6.0,0.0,436.0,1302.0,2,1,1,1,1302,0,0,1302,1.0,0.0,1,1,1,1,2.0,5,1.0,1,2.0,2.0,2005.0,2.0,2.0,631.0,3.0,3.0,2,110,50,0,0,0,0,0.0,0.0,6.0,0,8,2007,4.0,6
845,120,6.0,34.0,3903,2,1,1,1.0,1,1,16,3,3,5,1,6,5,2005,2006,2,2,16.0,16.0,5.0,182.0,2,3,3,2.0,3.0,2.0,2.0,1030.0,6.0,0.0,272.0,1302.0,2,1,1,1,1302,0,0,1302,1.0,0.0,1,1,1,1,2.0,5,1.0,1,2.0,2.0,2005.0,2.0,2.0,631.0,3.0,3.0,2,110,50,0,0,0,0,0.0,0.0,6.0,0,5,2007,1.0,1
846,120,6.0,41.0,6289,2,2,1,1.0,1,1,16,3,3,4,1,6,5,2005,2006,2,2,16.0,16.0,5.0,256.0,2,3,3,2.0,3.0,2.0,2.0,762.0,6.0,0.0,600.0,1362.0,2,1,1,1,1362,0,0,1362,1.0,0.0,2,0,2,1,2.0,6,1.0,1,2.0,2.0,2005.0,2.0,2.0,460.0,3.0,3.0,2,192,28,0,0,0,0,0.0,0.0,6.0,0,6,2007,1.0,1
847,120,6.0,34.0,4590,2,1,1,1.0,1,1,16,3,3,5,1,8,5,2006,2006,2,2,16.0,16.0,5.0,108.0,2,3,3,2.0,2.0,3.0,1.0,24.0,6.0,0.0,1530.0,1554.0,2,1,1,1,1554,0,0,1554,0.0,0.0,2,0,2,1,2.0,6,1.0,1,2.0,2.0,2006.0,2.0,2.0,627.0,3.0,3.0,2,156,73,0,0,0,0,0.0,0.0,6.0,0,5,2007,2.0,1
848,120,6.0,48.0,7841,2,2,1,1.0,1,1,16,3,3,4,1,9,5,2005,2005,4,2,9.0,9.0,2.0,394.0,1,3,3,1.0,3.0,4.0,1.0,848.0,6.0,0.0,729.0,1577.0,2,1,1,1,1577,0,0,1577,1.0,0.0,2,0,2,1,1.0,6,1.0,1,2.0,2.0,2005.0,2.0,2.0,564.0,3.0,3.0,2,203,39,0,0,0,0,0.0,0.0,6.0,0,5,2007,1.0,1
849,120,6.0,48.0,6240,2,1,1,1.0,1,1,16,3,3,4,1,8,5,2006,2006,4,2,9.0,9.0,2.0,176.0,2,3,3,2.0,3.0,4.0,1.0,24.0,6.0,0.0,1300.0,1324.0,2,1,1,1,1324,0,0,1324,0.0,0.0,2,0,2,1,2.0,6,1.0,1,2.0,2.0,2006.0,1.0,2.0,550.0,3.0,3.0,2,0,38,0,0,0,0,0.0,0.0,6.0,0,9,2007,4.0,6
850,120,6.0,48.0,3242,2,1,1,1.0,1,1,16,3,3,4,1,7,5,2003,2003,2,2,16.0,18.0,5.0,235.0,2,3,3,2.0,3.0,4.0,1.0,1000.0,6.0,0.0,405.0,1405.0,2,1,1,1,1405,0,0,1405,1.0,0.0,2,0,2,1,2.0,6,1.0,1,2.0,2.0,2003.0,2.0,2.0,478.0,3.0,3.0,2,136,36,0,0,0,0,0.0,0.0,6.0,0,3,2007,1.0,1
851,60,6.0,59.0,15810,2,2,1,1.0,1,1,9,5,3,1,4,6,5,2007,2007,2,2,16.0,16.0,0.0,0.0,2,3,2,2.0,3.0,4.0,6.0,0.0,6.0,0.0,768.0,768.0,2,1,1,1,768,728,0,1496,0.0,0.0,3,0,3,1,2.0,7,1.0,0,0.0,2.0,2007.0,3.0,2.0,572.0,3.0,3.0,2,100,0,0,0,0,0,0.0,0.0,6.0,0,5,2007,4.0,6
852,60,6.0,65.0,10237,2,1,1,1.0,1,1,9,5,3,1,4,6,5,2005,2006,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,768.0,768.0,2,1,1,1,768,768,0,1536,0.0,0.0,2,1,3,1,2.0,6,1.0,1,2.0,2.0,2005.0,1.0,2.0,400.0,3.0,3.0,2,100,38,0,0,0,0,0.0,0.0,6.0,0,6,2007,1.0,1
853,60,6.0,58.0,13204,2,2,1,1.0,1,1,9,5,3,1,4,7,5,2006,2007,2,2,16.0,16.0,5.0,44.0,3,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,608.0,608.0,2,1,1,1,608,850,0,1458,0.0,0.0,2,0,3,1,2.0,6,1.0,0,0.0,4.0,2007.0,1.0,2.0,454.0,3.0,3.0,2,100,33,0,0,0,0,0.0,0.0,6.0,0,5,2007,4.0,6
854,60,6.0,62.0,8857,2,2,1,1.0,1,1,9,3,3,1,4,6,5,2006,2006,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,738.0,738.0,2,1,1,1,738,757,0,1495,0.0,0.0,2,1,3,1,2.0,7,1.0,1,2.0,2.0,2006.0,2.0,2.0,440.0,3.0,3.0,2,100,30,0,0,0,0,0.0,0.0,6.0,0,3,2007,4.0,6
855,60,6.0,63.0,9729,2,2,1,1.0,1,1,9,3,3,1,4,6,5,2006,2007,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,698.0,698.0,2,1,1,1,698,1048,0,1746,1.0,0.0,2,1,3,1,2.0,6,1.0,1,2.0,4.0,2007.0,3.0,3.0,350.0,3.0,3.0,2,0,34,0,0,0,0,0.0,0.0,6.0,0,6,2007,4.0,6
856,20,6.0,88.0,12216,2,2,1,1.0,2,1,9,3,3,1,1,6,5,2005,2005,2,2,16.0,16.0,4.0,0.0,3,3,3,2.0,3.0,2.0,1.0,918.0,6.0,0.0,408.0,1326.0,2,1,1,1,1326,0,0,1326,1.0,0.0,2,0,3,1,2.0,6,1.0,0,0.0,2.0,2005.0,1.0,2.0,388.0,3.0,3.0,2,120,23,0,0,0,0,0.0,0.0,4.0,2000,6,2007,1.0,1
857,60,6.0,72.0,8229,2,2,1,1.0,1,1,9,3,3,1,4,6,5,2007,2007,2,2,16.0,16.0,5.0,22.0,2,3,3,2.0,3.0,2.0,6.0,0.0,6.0,0.0,752.0,752.0,2,1,1,1,752,752,0,1504,0.0,0.0,2,1,3,1,2.0,6,1.0,0,0.0,2.0,2007.0,1.0,2.0,440.0,3.0,3.0,2,100,32,0,0,0,0,0.0,0.0,6.0,0,12,2007,4.0,6
858,60,6.0,64.0,7713,2,1,1,1.0,1,1,9,3,3,1,4,7,5,2007,2007,2,2,16.0,16.0,5.0,16.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,728.0,728.0,2,1,1,1,728,728,0,1456,0.0,0.0,2,1,3,1,2.0,7,1.0,0,0.0,2.0,2007.0,1.0,2.0,400.0,3.0,3.0,2,100,24,0,0,0,0,0.0,0.0,6.0,0,7,2007,4.0,6
859,20,6.0,64.0,7697,2,1,1,1.0,1,1,9,3,3,1,1,7,6,2007,2007,2,2,16.0,16.0,2.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,1246.0,1246.0,2,1,1,1,1258,0,0,1258,0.0,0.0,2,0,3,1,2.0,6,1.0,0,0.0,2.0,2007.0,2.0,2.0,462.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,6.0,0,8,2007,4.0,6
860,120,6.0,0.0,3621,2,1,1,1.0,1,1,1,3,3,4,1,8,5,2003,2003,4,2,16.0,16.0,2.0,72.0,2,3,3,2.0,3.0,1.0,1.0,1084.0,6.0,0.0,322.0,1406.0,2,1,1,1,1589,0,0,1589,1.0,0.0,2,0,2,1,2.0,7,1.0,1,3.0,2.0,2003.0,1.0,3.0,630.0,3.0,3.0,2,143,20,0,0,0,0,0.0,0.0,6.0,0,11,2007,1.0,1
861,20,6.0,53.0,3710,2,1,1,1.0,1,1,1,3,3,1,1,7,5,2007,2007,2,2,16.0,16.0,2.0,16.0,2,3,3,2.0,3.0,2.0,6.0,0.0,6.0,0.0,1266.0,1266.0,2,1,1,1,1266,0,0,1266,0.0,0.0,2,0,2,1,2.0,6,1.0,1,2.0,2.0,2007.0,1.0,2.0,388.0,3.0,3.0,2,100,16,0,0,0,0,0.0,0.0,6.0,0,8,2007,4.0,6
862,80,6.0,65.0,16219,2,3,1,1.0,1,1,9,3,3,1,8,7,5,2004,2005,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,1.0,1.0,779.0,6.0,0.0,56.0,835.0,2,1,1,1,1119,0,0,1119,1.0,0.0,2,0,2,1,2.0,5,1.0,0,0.0,2.0,2004.0,1.0,2.0,437.0,3.0,3.0,2,100,24,0,0,0,0,0.0,0.0,6.0,0,4,2007,1.0,1
863,80,6.0,87.0,11084,2,2,1,1.0,2,1,9,3,3,1,8,7,5,2004,2004,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,1.0,192.0,6.0,0.0,192.0,384.0,2,1,1,1,744,630,0,1374,1.0,0.0,2,1,3,1,2.0,8,1.0,1,2.0,4.0,2004.0,1.0,2.0,400.0,3.0,3.0,2,100,0,0,0,0,0,0.0,0.0,6.0,0,6,2007,1.0,5
864,20,6.0,59.0,10936,2,2,1,1.0,1,1,9,3,3,1,1,7,5,2006,2006,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,2.0,6.0,0.0,6.0,0.0,1510.0,1510.0,2,1,1,1,1525,0,0,1525,0.0,0.0,2,1,3,1,2.0,6,1.0,1,2.0,2.0,2006.0,2.0,2.0,534.0,3.0,3.0,2,100,18,0,0,0,0,0.0,0.0,6.0,0,4,2007,4.0,6
865,80,6.0,0.0,11950,2,2,1,1.0,2,1,9,3,3,1,8,7,5,2003,2003,2,2,16.0,16.0,0.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,384.0,384.0,2,1,1,1,754,640,0,1394,0.0,0.0,2,1,3,1,2.0,7,1.0,1,3.0,4.0,2003.0,1.0,2.0,400.0,3.0,3.0,2,100,0,0,0,0,0,0.0,0.0,6.0,0,10,2007,1.0,1
866,60,6.0,63.0,7875,2,1,1,1.0,1,1,9,3,3,1,4,7,5,2003,2003,2,2,16.0,16.0,2.0,16.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,847.0,847.0,2,1,1,1,847,1101,0,1948,0.0,0.0,2,1,4,1,2.0,8,1.0,1,2.0,4.0,2003.0,1.0,2.0,434.0,3.0,3.0,2,0,48,0,0,0,0,0.0,0.0,6.0,0,7,2007,1.0,1
867,60,6.0,0.0,8740,2,2,1,1.0,1,1,9,3,3,1,4,7,5,2002,2002,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,1.0,574.0,6.0,0.0,280.0,854.0,2,1,1,1,864,1131,0,1995,0.0,0.0,2,1,4,1,2.0,8,1.0,1,2.0,4.0,2002.0,1.0,2.0,435.0,3.0,3.0,2,264,48,0,0,0,0,0.0,0.0,6.0,0,7,2007,1.0,1
868,60,6.0,58.0,9487,2,2,1,1.0,1,1,9,3,3,1,4,6,5,2000,2000,2,2,16.0,16.0,4.0,0.0,3,3,3,2.0,3.0,4.0,1.0,520.0,6.0,0.0,395.0,915.0,2,1,1,1,940,750,0,1690,1.0,0.0,2,1,3,1,3.0,7,1.0,1,3.0,2.0,2000.0,2.0,2.0,442.0,3.0,3.0,2,0,50,0,0,0,0,0.0,0.0,6.0,0,6,2007,1.0,1
869,60,6.0,59.0,9649,2,2,1,1.0,1,1,9,3,3,1,4,6,5,1999,2000,2,2,16.0,16.0,4.0,0.0,3,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,941.0,941.0,2,1,1,1,961,683,0,1644,0.0,0.0,2,1,3,1,3.0,7,1.0,1,3.0,2.0,1999.0,2.0,2.0,460.0,3.0,3.0,2,460,42,0,0,0,0,0.0,0.0,6.0,0,5,2007,1.0,1
870,60,6.0,100.0,12191,2,2,1,1.0,1,1,14,3,3,1,4,8,5,1997,1998,4,2,16.0,16.0,2.0,515.0,2,3,3,2.0,3.0,2.0,1.0,1181.0,6.0,0.0,598.0,1779.0,2,1,1,1,1779,772,0,2551,1.0,0.0,2,1,4,1,2.0,8,1.0,2,3.0,2.0,1998.0,1.0,3.0,925.0,3.0,3.0,2,76,61,0,0,0,0,0.0,0.0,6.0,0,6,2007,1.0,1
871,60,6.0,89.0,10557,2,2,1,1.0,1,1,14,3,3,1,4,9,5,1998,1998,2,2,9.0,9.0,2.0,422.0,2,3,3,1.0,3.0,1.0,1.0,672.0,6.0,0.0,736.0,1408.0,2,1,1,1,1671,1407,0,3078,1.0,0.0,2,1,4,1,2.0,9,1.0,1,3.0,2.0,1998.0,1.0,3.0,806.0,3.0,3.0,2,108,87,0,0,0,0,0.0,0.0,6.0,0,7,2007,1.0,1
872,60,6.0,74.0,11002,2,2,1,1.0,1,1,14,3,3,1,4,8,5,1998,1999,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,1.0,1048.0,6.0,0.0,341.0,1389.0,2,1,1,1,1411,1171,0,2582,1.0,0.0,2,1,4,1,2.0,9,1.0,1,3.0,2.0,1998.0,1.0,3.0,758.0,3.0,3.0,2,286,60,0,0,0,0,0.0,0.0,6.0,0,1,2007,1.0,1
873,60,6.0,83.0,10790,2,1,1,1.0,1,1,14,3,3,1,4,7,5,1998,1998,2,2,16.0,16.0,2.0,275.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,1066.0,1066.0,2,1,1,1,1108,1277,0,2385,0.0,0.0,2,1,4,1,2.0,8,1.0,1,3.0,4.0,1998.0,1.0,3.0,600.0,3.0,3.0,2,120,38,0,0,0,0,0.0,0.0,6.0,0,5,2007,1.0,1
874,60,6.0,88.0,11762,2,1,1,1.0,1,1,14,3,3,1,4,8,5,1992,1993,2,2,16.0,16.0,2.0,309.0,2,3,3,1.0,3.0,4.0,1.0,335.0,6.0,0.0,770.0,1105.0,2,1,1,1,1105,1097,0,2202,1.0,0.0,2,1,4,1,2.0,9,1.0,1,3.0,2.0,1992.0,2.0,2.0,517.0,3.0,3.0,2,0,65,0,0,144,0,0.0,0.0,6.0,0,9,2007,1.0,1
875,60,6.0,82.0,9044,2,2,1,1.0,1,1,14,3,3,1,4,8,5,1996,1997,2,2,16.0,16.0,2.0,526.0,2,2,3,2.0,3.0,4.0,1.0,1225.0,6.0,0.0,100.0,1325.0,2,1,1,1,1335,1203,0,2538,0.0,0.0,2,1,4,1,2.0,8,1.0,1,3.0,2.0,1996.0,2.0,3.0,933.0,3.0,3.0,2,198,92,0,0,0,0,0.0,0.0,6.0,0,5,2007,1.0,1
876,20,6.0,75.0,9910,2,1,1,1.0,1,1,22,2,3,1,1,7,6,2007,2007,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,1369.0,1369.0,2,1,1,1,1369,0,0,1369,0.0,0.0,2,0,3,1,2.0,5,1.0,0,0.0,2.0,2007.0,3.0,2.0,605.0,3.0,3.0,2,0,203,0,0,0,0,0.0,0.0,6.0,0,9,2007,4.0,6
877,20,6.0,91.0,11830,2,1,1,1.0,1,1,22,2,3,1,1,8,5,2007,2007,2,2,16.0,16.0,2.0,164.0,2,3,3,2.0,3.0,4.0,1.0,1220.0,6.0,0.0,322.0,1542.0,2,1,1,1,1542,0,0,1542,1.0,0.0,2,0,3,1,2.0,6,1.0,1,2.0,2.0,2007.0,3.0,3.0,852.0,3.0,3.0,2,168,110,0,0,0,0,0.0,0.0,6.0,0,7,2007,4.0,6
878,20,6.0,76.0,10612,2,1,1,1.0,1,1,22,3,3,1,1,8,5,2006,2006,2,2,16.0,16.0,2.0,248.0,2,3,3,2.0,3.0,3.0,1.0,28.0,6.0,0.0,1496.0,1524.0,2,2,1,1,1534,0,0,1534,0.0,0.0,2,0,3,1,2.0,7,1.0,1,2.0,2.0,2006.0,1.0,2.0,484.0,3.0,3.0,2,168,46,0,0,0,0,0.0,0.0,6.0,0,1,2007,1.0,5
879,20,6.0,98.0,12291,2,2,1,1.0,1,1,22,3,3,1,1,10,5,2007,2007,4,2,6.0,6.0,2.0,754.0,1,3,3,1.0,3.0,2.0,1.0,1572.0,6.0,0.0,394.0,1966.0,2,1,1,1,1966,0,0,1966,1.0,0.0,2,0,1,1,1.0,6,1.0,1,2.0,2.0,2007.0,1.0,3.0,1092.0,3.0,3.0,2,76,52,0,0,0,0,0.0,0.0,6.0,0,10,2007,4.0,6
880,20,6.0,85.0,9965,2,1,1,1.0,4,1,22,2,3,1,1,7,5,2007,2007,2,2,16.0,16.0,0.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,1528.0,1528.0,2,1,1,1,1528,0,0,1528,0.0,0.0,3,2,3,1,2.0,6,1.0,1,3.0,2.0,2007.0,3.0,2.0,480.0,3.0,3.0,2,0,228,0,0,0,0,0.0,0.0,6.0,0,9,2007,4.0,6
881,20,6.0,74.0,8847,2,1,1,1.0,1,1,22,3,3,1,1,8,5,2005,2005,2,2,16.0,16.0,2.0,148.0,2,3,3,2.0,3.0,2.0,1.0,769.0,6.0,0.0,769.0,1538.0,2,1,1,1,1538,0,0,1538,1.0,0.0,2,0,3,1,2.0,7,1.0,0,0.0,2.0,2005.0,2.0,2.0,484.0,3.0,3.0,2,146,40,0,0,0,0,0.0,0.0,6.0,0,12,2007,1.0,1
882,20,6.0,70.0,8251,2,1,1,1.0,1,1,22,3,3,1,1,7,5,2005,2006,2,2,16.0,16.0,2.0,143.0,2,3,3,2.0,2.0,2.0,1.0,778.0,6.0,0.0,716.0,1494.0,2,1,1,1,1506,0,0,1506,1.0,0.0,2,0,3,1,2.0,7,1.0,1,2.0,2.0,2005.0,2.0,2.0,672.0,3.0,3.0,2,192,35,0,0,0,0,0.0,0.0,6.0,0,4,2007,1.0,1
883,60,6.0,70.0,9605,2,1,1,1.0,1,1,22,3,3,1,4,7,5,2006,2006,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,982.0,982.0,2,1,1,1,982,995,0,1977,0.0,0.0,2,1,3,1,2.0,7,1.0,0,0.0,2.0,2006.0,2.0,3.0,574.0,3.0,3.0,2,240,53,0,0,0,0,0.0,0.0,6.0,0,7,2007,1.0,5
884,60,6.0,75.0,8778,2,1,1,1.0,1,1,22,3,3,1,4,8,5,2006,2006,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,1302.0,1302.0,2,1,1,1,1302,528,0,1830,0.0,0.0,2,1,3,1,2.0,7,1.0,0,0.0,4.0,2006.0,2.0,3.0,859.0,3.0,3.0,2,0,40,0,0,0,0,0.0,0.0,6.0,0,3,2007,1.0,1
885,20,3.0,72.0,8640,2,1,1,1.0,1,1,22,3,3,1,1,8,5,2007,2007,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,1.0,24.0,6.0,0.0,1314.0,1338.0,2,1,1,1,1338,0,0,1338,0.0,0.0,2,0,3,1,2.0,6,1.0,0,0.0,2.0,2007.0,2.0,2.0,598.0,3.0,3.0,2,0,141,0,0,0,0,0.0,0.0,6.0,0,11,2007,4.0,6
886,20,3.0,75.0,9000,2,1,1,1.0,1,1,22,3,3,1,1,7,5,2006,2007,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,1335.0,1335.0,2,1,1,1,1335,0,0,1335,0.0,0.0,2,0,3,1,2.0,6,1.0,0,0.0,2.0,2007.0,2.0,2.0,575.0,3.0,3.0,2,0,210,0,0,0,0,0.0,0.0,6.0,0,6,2007,4.0,6
887,60,3.0,72.0,8640,2,1,1,1.0,1,1,22,3,3,1,4,8,5,2007,2007,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,3.0,2.0,1.0,350.0,6.0,0.0,546.0,896.0,2,1,1,1,896,896,0,1792,0.0,0.0,2,1,3,1,2.0,8,1.0,0,0.0,2.0,2007.0,1.0,2.0,590.0,3.0,3.0,2,184,96,0,0,0,0,0.0,0.0,6.0,0,11,2007,4.0,6
888,60,3.0,81.0,10411,2,1,1,1.0,2,1,22,3,3,1,4,5,5,2007,2007,2,2,16.0,16.0,4.0,0.0,2,3,2,2.0,3.0,0.0,6.0,0.0,6.0,0.0,725.0,725.0,2,1,1,1,725,863,0,1588,0.0,0.0,3,0,3,1,2.0,8,1.0,0,0.0,2.0,2007.0,3.0,2.0,561.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,6.0,0,7,2007,4.0,6
889,60,3.0,112.0,12217,2,2,1,1.0,1,1,22,3,3,1,4,8,5,2007,2007,4,2,19.0,18.0,0.0,0.0,2,3,3,1.0,3.0,2.0,1.0,745.0,6.0,0.0,210.0,955.0,2,1,1,1,955,925,0,1880,1.0,0.0,2,1,3,1,1.0,8,1.0,1,2.0,2.0,2007.0,1.0,3.0,880.0,3.0,3.0,2,168,127,0,0,0,0,0.0,0.0,6.0,0,12,2007,4.0,6
890,20,3.0,84.0,10440,2,1,1,1.0,2,1,22,3,3,1,1,8,5,2007,2007,2,2,6.0,6.0,4.0,0.0,1,3,3,2.0,3.0,3.0,6.0,0.0,6.0,0.0,1574.0,1574.0,2,1,1,1,1584,0,0,1584,0.0,0.0,2,0,2,1,1.0,6,1.0,1,2.0,2.0,2007.0,1.0,2.0,594.0,3.0,3.0,2,0,256,0,0,0,0,0.0,0.0,6.0,0,5,2007,4.0,6
891,20,3.0,100.0,11824,2,2,1,1.0,2,1,22,3,3,1,1,8,5,2006,2006,2,2,16.0,16.0,2.0,298.0,2,3,3,2.0,3.0,2.0,6.0,0.0,6.0,0.0,1685.0,1685.0,2,1,1,1,1685,0,0,1685,0.0,0.0,2,0,2,1,2.0,5,1.0,1,2.0,2.0,2006.0,1.0,3.0,658.0,3.0,3.0,2,112,63,0,0,0,0,0.0,0.0,6.0,0,4,2007,1.0,1
892,60,3.0,85.0,10625,2,1,1,1.0,1,1,22,3,3,1,4,6,5,2004,2004,2,2,16.0,16.0,2.0,353.0,2,3,3,2.0,3.0,2.0,6.0,0.0,6.0,0.0,1158.0,1158.0,2,1,1,1,1158,1285,0,2443,0.0,0.0,2,1,4,1,2.0,9,3.0,1,2.0,4.0,2004.0,2.0,3.0,744.0,3.0,3.0,2,193,127,0,0,0,0,0.0,0.0,6.0,0,6,2007,1.0,1
893,20,6.0,63.0,7500,2,1,1,1.0,1,1,21,3,3,1,1,6,5,2006,2007,2,2,16.0,16.0,4.0,0.0,3,3,3,2.0,3.0,4.0,6.0,0.0,6.0,0.0,1100.0,1100.0,2,1,1,1,1100,0,0,1100,0.0,0.0,1,1,3,1,3.0,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,136,0,0,0,0,0.0,0.0,6.0,0,6,2007,4.0,6
894,20,6.0,63.0,7500,2,1,1,1.0,1,1,21,3,3,1,1,7,5,2006,2006,2,2,16.0,16.0,4.0,0.0,2,3,3,2.0,2.0,4.0,6.0,0.0,6.0,0.0,1143.0,1143.0,2,1,1,1,1143,0,0,1143,0.0,0.0,1,1,3,1,2.0,5,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,55,0,0,0,0,0.0,0.0,6.0,0,10,2007,1.0,1
